1	 0.0000002	 0.000	 	   0       0
6	 0.0000166	 9.000	 	   8	  11
11	 0.0000288	 26.000	 	  22      29
16	 0.0000453	 45.000	 	  41      48
21	 0.0000592	 67.000	      63      72
26	 0.0000775	 91.000	      86 	  98
31	 0.0000911	 116.000	 108	 122
36	 0.0001089	 143.000	 136	 149
41	 0.0001140	 170.000	 160	 177
46	 0.0001249	 199.000	 189	 207
51	 0.0001282	 228.000	 216	 241
56	 0.0001475	 256.000	 249	 264
61	 0.0001854	 287.000	 280	 294
66	 0.0002337	 318.000	 310	 326
71	 0.0002484	 350.000	 341	 365
76	 0.0002563	 382.000	 364	 393
81	 0.0002625	 415.000	 405	 425
86	 0.0002931	 448.000	 432	 457
91	 0.0003190	 480.000	 465	 493
96	 0.0003208	 515.000	 505	 526
101	 0.0002888	 549.000	 537	 560
106	 0.0003037	 583.000	 572	 596
111	 0.0003124	 619.000	 606	 631
116	 0.0003410	 652.000	 641	 666
121	 0.0003495	 686.000	 672	 701
126	 0.0003619	 722.000	 710	 735
131	 0.0003687	 758.000	 740	 771
136	 0.0004001	 795.000	 775	 810
141	 0.0003883	 832.000	 809	 853
146	 0.0004200	 870.000	 854	 884
151	 0.0004609	 908.000	 894	 922
156	 0.0004392	 942.000	 925	 959
161	 0.0004397	 981.000	 966	 998
166	 0.0004944	 1021.000	 1005	 1034
171	 0.0005135	 1056.000	 1033	 1073
176	 0.0005134	 1094.000	 1078	 1116
181	 0.0005199	 1134.000	 1109	 1151
186	 0.0005041	 1176.000	 1161	 1191
191	 0.0005759	 1209.000	 1191	 1227
196	 0.0006105	 1250.000	 1234	 1263
201	 0.0006903	 1289.000	 1267	 1307
206	 0.0005772	 1331.000	 1313	 1344
211	 0.0005580	 1367.000	 1352	 1386
216	 0.0006119	 1405.000	 1386	 1430
221	 0.0006028	 1446.000	 1421	 1466
226	 0.0006405	 1488.000	 1461	 1512
231	 0.0006693	 1526.000	 1505	 1543
236	 0.0006746	 1566.000	 1553	 1579
