241	 0.0006684	 1605.000	 1585	 1623
246	 0.0007005	 1646.000	 1626	 1663
251	 0.0007232	 1684.000	 1652	 1706
256	 0.0007136	 1726.000	 1705	 1741
261	 0.0007293	 1769.000	 1751	 1791
266	 0.0009275	 1807.000	 1785	 1829
271	 0.0009546	 1853.000	 1835	 1868
276	 0.0010005	 1894.000	 1875	 1920
281	 0.0009895	 1937.000	 1909	 1958
286	 0.0008482	 1978.000	 1960	 1997
291	 0.0008856	 2022.000	 1984	 2041
296	 0.0008791	 2065.000	 2038	 2091
301	 0.0011638	 2107.000	 2091	 2125
306	 0.0011666	 2148.000	 2132	 2176
311	 0.0009381	 2191.000	 2163	 2214
316	 0.0007512	 2232.000	 2210	 2258
321	 0.0009612	 2275.000	 2254	 2305
326	 0.0009145	 2317.000	 2284	 2347
331	 0.0009514	 2361.000	 2345	 2381
336	 0.0009858	 2407.000	 2381	 2431
341	 0.0009785	 2447.000	 2424	 2470
346	 0.0009577	 2492.000	 2467	 2515
351	 0.0010284	 2532.000	 2509	 2561
356	 0.0010345	 2580.000	 2556	 2608
361	 0.0010637	 2617.000	 2598	 2642
366	 0.0010769	 2663.000	 2639	 2681
371	 0.0010711	 2707.000	 2674	 2729
376	 0.0010879	 2751.000	 2722	 2783
381	 0.0011222	 2797.000	 2757	 2826
386	 0.0011176	 2834.000	 2791	 2855
391	 0.0010974	 2881.000	 2848	 2899
396	 0.0011218	 2927.000	 2905	 2956
401	 0.0011614	 2970.000	 2944	 3009
406	 0.0011092	 3013.000	 2983	 3035
411	 0.0010953	 3060.000	 3043	 3087
416	 0.0011851	 3101.000	 3077	 3124
421	 0.0011542	 3148.000	 3127	 3170
426	 0.0012290	 3191.000	 3162	 3216
431	 0.0012519	 3237.000	 3211	 3269
436	 0.0012001	 3280.000	 3245	 3308
441	 0.0012950	 3326.000	 3304	 3348
446	 0.0012964	 3367.000	 3335	 3399
451	 0.0012856	 3410.000	 3378	 3446
456	 0.0015105	 3460.000	 3436	 3484
461	 0.0016358	 3503.000	 3478	 3536
466	 0.0013580	 3547.000	 3521	 3569
471	 0.0013010	 3589.000	 3564	 3614
476	 0.0013478	 3636.000	 3615	 3669
481	 0.0014207	 3688.000	 3665	 3710
486	 0.0017123	 3730.000	 3698	 3760
491	 0.0017191	 3770.000	 3747	 3799
496	 0.0017597	 3820.000	 3789	 3845
501	 0.0017575	 3863.000	 3832	 3893
506	 0.0017843	 3909.000	 3885	 3935
511	 0.0018040	 3954.000	 3920	 3979
516	 0.0017255	 3999.000	 3973	 4017
521	 0.0015453	 4043.000	 4009	 4070
526	 0.0015146	 4091.000	 4058	 4118
531	 0.0014458	 4140.000	 4111	 4170
536	 0.0014935	 4187.000	 4161	 4211
541	 0.0015482	 4232.000	 4204	 4262
546	 0.0016152	 4283.000	 4249	 4314
551	 0.0016397	 4327.000	 4300	 4353
556	 0.0015868	 4376.000	 4343	 4400
561	 0.0019560	 4428.000	 4399	 4453
566	 0.0016842	 4471.000	 4427	 4505
571	 0.0016568	 4517.000	 4463	 4544
576	 0.0016505	 4566.000	 4542	 4590
581	 0.0017302	 4617.000	 4585	 4648
586	 0.0016290	 4658.000	 4618	 4698
591	 0.0019028	 4708.000	 4675	 4740
596	 0.0021793	 4756.000	 4699	 4824
601	 0.0018257	 4803.000	 4777	 4828
606	 0.0017155	 4848.000	 4820	 4889
611	 0.0017678	 4896.000	 4872	 4932
616	 0.0017735	 4944.000	 4915	 4979
621	 0.0019421	 4992.000	 4951	 5029
626	 0.0018024	 5039.000	 5005	 5065
631	 0.0018129	 5087.000	 5047	 5116
636	 0.0017844	 5134.000	 5094	 5165
641	 0.0019581	 5184.000	 5156	 5222
646	 0.0023008	 5232.000	 5204	 5259
651	 0.0022622	 5280.000	 5247	 5319
656	 0.0023015	 5323.000	 5282	 5364
661	 0.0023598	 5370.000	 5339	 5416
666	 0.0023123	 5418.000	 5390	 5456
671	 0.0023747	 5469.000	 5439	 5505
676	 0.0023197	 5520.000	 5488	 5548
681	 0.0024087	 5568.000	 5531	 5594
686	 0.0022927	 5614.000	 5577	 5642
691	 0.0020143	 5666.000	 5625	 5690
696	 0.0020177	 5710.000	 5675	 5749
701	 0.0019817	 5760.000	 5720	 5795
706	 0.0020090	 5808.000	 5775	 5843
711	 0.0020319	 5855.000	 5807	 5882
716	 0.0020974	 5906.000	 5872	 5945
721	 0.0021344	 5950.000	 5931	 5977
726	 0.0020752	 5996.000	 5960	 6036
731	 0.0021132	 6050.000	 6008	 6077
736	 0.0020469	 6095.000	 6057	 6130
741	 0.0021291	 6144.000	 6108	 6173
746	 0.0020858	 6190.000	 6154	 6228
751	 0.0021560	 6239.000	 6206	 6287
756	 0.0022225	 6293.000	 6251	 6338
761	 0.0021953	 6338.000	 6292	 6377
766	 0.0022262	 6386.000	 6354	 6433
771	 0.0021758	 6435.000	 6386	 6465
776	 0.0022172	 6483.000	 6453	 6522
781	 0.0022664	 6535.000	 6505	 6569
786	 0.0022433	 6578.000	 6538	 6623
791	 0.0022867	 6632.000	 6592	 6672
796	 0.0022939	 6682.000	 6650	 6717
801	 0.0023715	 6729.000	 6696	 6765
806	 0.0025677	 6782.000	 6744	 6832
811	 0.0024415	 6827.000	 6788	 6867
816	 0.0028601	 6880.000	 6836	 6937
821	 0.0025759	 6926.000	 6891	 6960
826	 0.0024879	 6977.000	 6929	 7011
831	 0.0023969	 7024.000	 6991	 7063
836	 0.0024329	 7076.000	 7031	 7124
841	 0.0024023	 7128.000	 7084	 7170
846	 0.0024208	 7172.000	 7127	 7205
851	 0.0024903	 7228.000	 7202	 7264
856	 0.0025139	 7275.000	 7236	 7326
861	 0.0029767	 7320.000	 7289	 7372
866	 0.0030656	 7371.000	 7327	 7409
871	 0.0028124	 7421.000	 7381	 7459
876	 0.0024930	 7470.000	 7427	 7513
881	 0.0024955	 7523.000	 7484	 7557
886	 0.0025725	 7565.000	 7519	 7604
891	 0.0025928	 7623.000	 7583	 7660
896	 0.0026149	 7673.000	 7633	 7717
901	 0.0027430	 7718.000	 7686	 7759
906	 0.0032489	 7770.000	 7734	 7815
911	 0.0028625	 7816.000	 7770	 7870
916	 0.0026211	 7873.000	 7833	 7902
921	 0.0027875	 7919.000	 7892	 7953
926	 0.0026581	 7967.000	 7930	 8017
931	 0.0026792	 8019.000	 7968	 8074
936	 0.0030263	 8067.000	 8030	 8106
941	 0.0027358	 8116.000	 8084	 8158
946	 0.0027020	 8165.000	 8116	 8204
951	 0.0028100	 8218.000	 8178	 8261
956	 0.0028147	 8265.000	 8223	 8300
961	 0.0029519	 8315.000	 8287	 8354
966	 0.0026815	 8371.000	 8318	 8407
971	 0.0027619	 8417.000	 8387	 8473
976	 0.0027379	 8471.000	 8434	 8516
981	 0.0034493	 8519.000	 8486	 8562
986	 0.0034364	 8567.000	 8524	 8621
991	 0.0034343	 8619.000	 8585	 8648
996	 0.0034676	 8670.000	 8642	 8712
