626	 0.0000605	 6176.000	 5524	 7143
631	 0.0000623	 6390.000	 5656	 7847
636	 0.0000619	 6427.000	 5796	 7988
641	 0.0000628	 6508.000	 5669	 8968
646	 0.0000634	 6585.000	 5911	 7655
651	 0.0000636	 6593.000	 6043	 7721
656	 0.0000654	 6699.000	 6049	 7741
661	 0.0000653	 6715.000	 6019	 7815
666	 0.0000652	 6741.000	 6118	 7847
671	 0.0000658	 6847.000	 6247	 7542
676	 0.0000669	 6868.000	 6269	 7936
681	 0.0000669	 6968.000	 6209	 7935
686	 0.0000686	 7133.000	 6140	 9277
691	 0.0000680	 7099.000	 6431	 8886
696	 0.0000681	 7045.000	 6304	 8142
701	 0.0000703	 7237.000	 6558	 8696
706	 0.0000703	 7323.000	 6339	 8769
711	 0.0000712	 7373.000	 6581	 8856
716	 0.0000711	 7433.000	 6544	 8619
721	 0.0000712	 7331.000	 6808	 8299
726	 0.0000725	 7543.000	 6643	 9455
731	 0.0000727	 7538.000	 6840	 8258
736	 0.0000730	 7641.000	 6932	 8713
741	 0.0000742	 7789.000	 6999	 9754
746	 0.0000749	 7640.000	 6924	 9065
751	 0.0000746	 7842.000	 7228	 9028
756	 0.0000751	 7936.000	 7212	 9381
761	 0.0000770	 7952.000	 7033	 9758
766	 0.0000773	 8012.000	 7299	 9890
771	 0.0000771	 8006.000	 7231	 9316
776	 0.0000778	 8118.000	 7236	 9711
781	 0.0000787	 8154.000	 7344	 9334
786	 0.0000792	 8329.000	 7426	 10284
791	 0.0000798	 8368.000	 7563	 9541
796	 0.0000802	 8388.000	 7454	 10559
801	 0.0000817	 8475.000	 7596	 9915
806	 0.0000819	 8514.000	 7764	 9471
811	 0.0000827	 8574.000	 7660	 10320
816	 0.0000830	 8548.000	 7533	 9514
821	 0.0000834	 8755.000	 8004	 9928
826	 0.0000837	 8755.000	 7846	 10203
831	 0.0000841	 8735.000	 7793	 9987
836	 0.0000846	 8991.000	 8237	 10626
841	 0.0000848	 8906.000	 7938	 9872
846	 0.0000855	 8921.000	 8112	 10037
851	 0.0000865	 9003.000	 8004	 10395
856	 0.0000869	 9164.000	 8160	 11165
861	 0.0000868	 9095.000	 8306	 10307
866	 0.0000883	 9295.000	 8280	 11225
871	 0.0000889	 9398.000	 8191	 11429
876	 0.0000900	 9518.000	 8475	 11110
881	 0.0000897	 9445.000	 8607	 11111
886	 0.0000903	 9592.000	 8670	 11123
891	 0.0000912	 9477.000	 8655	 11294
896	 0.0000917	 9558.000	 8648	 10896
901	 0.0000932	 9719.000	 8777	 11347
906	 0.0000923	 9817.000	 8851	 11505
911	 0.0000940	 9900.000	 8927	 11797
916	 0.0000938	 9904.000	 9017	 11565
921	 0.0000945	 9936.000	 9087	 11814
926	 0.0000958	 10108.000	 9103	 11854
931	 0.0000955	 10138.000	 8769	 11489
936	 0.0000955	 10112.000	 9385	 11358
941	 0.0000981	 10289.000	 9273	 12187
